Country,Attribute,Year,VarName,Variable Name,VarType,Unit,Nominal or Real,Age Groups,Upper Age Group,Single- or Five-Year,Status,Age0,Age1,Age2,Age3,Age4,Age5,Age6,Age7,Age8,Age9,Age10,Age11,Age12,Age13,Age14,Age15,Age16,Age17,Age18,Age19,Age20,Age21,Age22,Age23,Age24,Age25,Age26,Age27,Age28,Age29,Age30,Age31,Age32,Age33,Age34,Age35,Age36,Age37,Age38,Age39,Age40,Age41,Age42,Age43,Age44,Age45,Age46,Age47,Age48,Age49,Age50,Age51,Age52,Age53,Age54,Age55,Age56,Age57,Age58,Age59,Age60,Age61,Age62,Age63,Age64,Age65,Age66,Age67,Age68,Age69,Age70,Age71,Age72,Age73,Age74,Age75,Age76,Age77,Age78,Age79,Age80,Age81,Age82,Age83,Age84,Age85,Age86,Age87,Age88,Age89,Age90,Age91,Age92,Age93,Age94,Age95,Age96,Age97,Age98,Age99,Age100,Age101,Age102,Age103,Age104,Age105,Age106,Age107,Age108,Age109,Age110,Prepared At,Prepared By,Uploaded At,Uploaded By,Country attribute 1,Country attribute 2,Country attribute 3,Country attribute 4,Country attribute 5
United Kingdom,,2006,CGH,"Public Consumption, Health",Mean,Units,Nominal,91,90+,Single,Public,2059.516,617.8548,586.962,552.2077,514.879,718.2562,651.3219,589.5364,538.0485,502.007,500.7198,503.2942,523.8893,562.5053,612.706,455.6679,494.2838,531.6125,565.0797,592.1108,518.7406,530.3254,536.7614,538.0485,535.4741,584.3876,577.9517,570.2285,562.5053,557.3565,581.8132,583.1005,589.5364,603.6956,624.2908,620.4292,652.6091,692.5123,737.5641,787.7648,727.2665,777.4673,828.9552,884.3047,940.9413,961.5365,1014.312,1064.512,1109.564,1148.18,1226.699,1255.018,1280.761,1310.367,1348.983,1500.872,1578.104,1674.644,1793.066,1926.935,2067.239,2213.98,2355.571,2483.004,2592.416,3004.319,3078.976,3133.039,3171.655,3198.686,3883.475,3911.793,3952.983,4016.056,4108.734,4511.627,4690.547,4910.658,5169.385,5462.866,5029.081,5330.825,5650.675,5989.716,6349.098,6730.044,7133.847,7561.878,8015.59,8496.526,9006.317,,,,,,,,,,,,,,,,,,,,,2021/12/07 00:00:00 UTC,McCarthy,2021/12/09 16:45:40 UTC,mccarthy,"Northern Europe	",High income,OECD,GB,GBR
United Kingdom,,2006,CFH,"Private Consumption, Health",Mean,Units,Nominal,91,90+,Single,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.1891,133.5475,303.6891,79.9915,95.73141,108.1823,162.5422,157.3369,131.8288,599.523,245.1201,208.6611,205.1377,217.3792,244.553,209.3892,340.4937,192.6564,202.8163,239.3212,263.3186,233.9898,286.8048,303.5793,338.4027,249.4535,190.4035,321.5648,449.4223,426.9665,411.967,473.7813,286.1646,333.5631,464.9167,400.551,290.1494,267.1218,278.4893,1154.643,134.0726,288.6593,228.5426,179.3428,371.5071,198.8549,189.5347,262.0001,516.9343,203.8514,250.1038,289.3961,227.2598,288.7687,553.4117,217.8304,159.3609,373.3544,337.6175,439.9063,466.3007,494.2787,523.9354,555.3715,588.6938,624.0155,661.4564,701.1438,743.2124,787.8052,,,,,,,,,,,,,,,,,,,,,2021/12/07 00:00:00 UTC,McCarthy,2021/12/09 16:45:40 UTC,mccarthy,"Northern Europe	",High income,OECD,GB,GBR
United Kingdom,,2005,CGH,"Public Consumption, Health",Mean,Units,Nominal,91,90+,Single,Public,1905.325,571.5975,543.0176,510.8652,476.3312,664.4821,602.559,545.3993,497.7661,464.4229,463.2321,465.6138,484.667,520.3918,566.8342,421.5531,457.278,491.812,522.7736,547.7809,479.9037,490.6212,496.5753,497.7661,495.3845,540.6359,534.6818,527.5369,520.3918,515.6285,538.2543,539.4451,545.3993,558.4984,577.5516,573.9791,603.7498,640.6655,682.3445,728.7868,672.8179,719.2602,766.8933,818.0989,870.4953,889.5486,938.3726,984.8148,1026.494,1062.219,1134.859,1161.057,1184.874,1212.263,1247.988,1388.505,1459.955,1549.267,1658.823,1782.67,1912.47,2048.224,2179.215,2297.107,2398.328,2779.393,2848.461,2898.476,2934.2,2959.208,3592.728,3618.927,3657.033,3715.384,3801.123,4173.853,4339.377,4543.009,4782.366,5053.875,4652.565,4931.719,5227.623,5541.28,5873.757,6226.182,6599.753,6995.738,7415.482,7860.412,8332.036,,,,,,,,,,,,,,,,,,,,,2021/12/07 00:00:00 UTC,McCarthy,2021/12/09 16:45:39 UTC,mccarthy,"Northern Europe	",High income,OECD,GB,GBR
United Kingdom,,2005,CFH,"Private Consumption, Health",Mean,Units,Nominal,91,90+,Single,Public,0,0,0,0,0,0,0,0,0,0,0,22.64627,17.79634,15.88037,21.88134,25.93942,40.47242,17.5543,30.40049,64.31247,24.10911,107.7692,95.58849,131.1432,110.2078,124.222,73.71539,126.9322,55.00079,98.16226,98.4809,179.9999,216.7306,231.6152,978.2329,228.812,200.4285,258.2601,244.4709,160.8075,244.3003,319.5091,275.8568,228.5824,271.1727,330.5577,349.0367,287.2726,533.9802,450.6275,730.2729,238.9313,312.9781,295.4976,243.6848,369.4122,410.1586,311.4057,282.6247,296.8499,302.7823,252.8264,167.6965,222.675,343.3246,300.2631,237.7516,319.9527,329.5643,227.7765,316.3495,266.3389,372.9605,175.8176,163.2492,322.5212,152.9929,135.1579,333.8389,254.642,203.0244,215.2059,228.1182,241.8053,256.3136,271.6924,287.994,305.2736,323.5901,343.0054,363.5858,,,,,,,,,,,,,,,,,,,,,2021/12/07 00:00:00 UTC,McCarthy,2021/12/09 16:45:39 UTC,mccarthy,"Northern Europe	",High income,OECD,GB,GBR
United Kingdom,,2004,CGH,"Public Consumption, Health",Mean,Units,Nominal,91,90+,Single,Public,1788.198,536.4593,509.6364,479.4605,447.0494,623.634,565.5175,511.8716,467.1667,435.8732,434.7556,436.9908,454.8728,488.4015,531.9888,395.6387,429.1674,461.5785,490.6367,514.1068,450.4023,460.4609,466.049,467.1667,464.9314,507.4011,501.813,495.1072,488.4015,483.931,505.1659,506.2835,511.8716,524.1655,542.0474,538.6946,566.6351,601.2815,640.3983,683.9856,631.4573,675.0446,719.7496,767.8074,816.9828,834.8648,880.6874,924.2747,963.3915,996.9202,1065.095,1089.683,1112.035,1137.741,1171.27,1303.149,1370.207,1454.028,1556.85,1673.083,1794.903,1922.313,2045.251,2155.896,2250.894,2608.533,2673.355,2720.296,2753.824,2777.295,3371.87,3396.458,3432.222,3486.986,3567.454,3917.271,4072.62,4263.734,4488.376,4743.194,4366.555,4628.548,4906.262,5200.638,5512.675,5843.436,6194.042,6565.685,6959.626,7377.204,7819.836,,,,,,,,,,,,,,,,,,,,,2021/12/07 00:00:00 UTC,McCarthy,2021/12/09 16:45:39 UTC,mccarthy,"Northern Europe	",High income,OECD,GB,GBR
United Kingdom,,2004,CFH,"Private Consumption, Health",Mean,Units,Nominal,91,90+,Single,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.98953,84.36615,102.137,127.9427,129.668,179.2546,152.877,105.5591,116.9808,108.9396,180.18,196.8919,203.3853,192.0061,179.4022,254.0766,239.8984,134.783,285.0384,209.4479,277.7448,347.4857,273.3523,315.657,394.2918,238.3725,341.9082,310.8701,328.7859,256.2891,326.1636,543.3776,234.3873,405.381,374.5335,281.4387,315.6,388.3193,584.5337,372.5611,325.366,230.4406,423.2625,711.7271,269.1272,302.1335,267.3996,528.5626,353.958,539.36,255.0078,175.8386,232.9931,146.2616,271.0932,161.357,222.964,139.3632,219.1754,229.871,243.6632,258.283,273.78,290.2068,307.6192,326.0764,345.6409,366.3794,388.3622,411.6639,,,,,,,,,,,,,,,,,,,,,2021/12/07 00:00:00 UTC,McCarthy,2021/12/09 16:45:39 UTC,mccarthy,"Northern Europe	",High income,OECD,GB,GBR
United Kingdom,,2003,CGH,"Public Consumption, Health",Mean,Units,Nominal,91,90+,Single,Public,1636.258,490.8774,466.3336,438.7217,409.0645,570.645,517.4666,468.3789,427.4724,398.8379,397.8152,399.8606,416.2232,446.903,486.7868,362.0221,392.702,422.3591,448.9483,470.4242,412.1325,421.3365,426.4498,427.4724,425.4271,464.2882,459.1749,453.039,446.903,442.8123,462.2429,463.2656,468.3789,479.6282,495.9908,492.9228,518.4893,550.1918,585.9849,625.8687,577.8036,617.6874,658.5939,702.5684,747.5654,763.928,805.8571,845.7409,881.5341,912.2139,974.5963,997.0948,1017.548,1041.069,1071.749,1192.423,1253.783,1330.482,1424.567,1530.924,1642.394,1758.978,1871.47,1972.714,2059.64,2386.892,2446.206,2489.158,2519.837,2541.313,3085.369,3107.868,3140.593,3190.703,3264.335,3584.428,3726.578,3901.453,4107.008,4340.175,3995.538,4235.27,4489.386,4758.75,5044.274,5346.931,5667.747,6007.812,6368.28,6750.377,7155.4,,,,,,,,,,,,,,,,,,,,,2021/12/07 00:00:00 UTC,McCarthy,2021/12/09 16:45:39 UTC,mccarthy,"Northern Europe	",High income,OECD,GB,GBR
United Kingdom,,2003,CFH,"Private Consumption, Health",Mean,Units,Nominal,91,90+,Single,Public,0,0,0,0,0,0,0,0,0,0,0,19.80193,29.28466,33.80544,42.42121,38.09663,39.34156,43.30555,31.83065,37.20081,18.54235,120.2284,111.8204,99.35646,136.3406,181.9589,168.0503,149.332,133.3903,329.3288,154.0782,208.1935,184.0735,116.2331,179.121,147.7127,223.3223,191.6324,126.3445,211.1601,182.2933,216.8227,147.7643,200.8942,243.68,390.513,181.9883,414.5451,320.3304,328.2116,295.0149,422.6921,240.1401,338.893,294.3903,415.8578,406.3774,368.4001,286.3571,359.7189,744.5367,525.7174,190.7401,265.4399,364.5785,548.5831,601.6472,303.3187,294.3945,258.4882,374.1793,225.2641,321.4478,277.635,357.6822,162.1895,162.6062,139.7478,628.9097,727.0947,230.9407,244.7971,259.485,275.0541,291.5573,309.0508,327.5938,347.2495,368.0844,390.1695,413.5797,,,,,,,,,,,,,,,,,,,,,2021/12/07 00:00:00 UTC,McCarthy,2021/12/09 16:45:39 UTC,mccarthy,"Northern Europe	",High income,OECD,GB,GBR
United Kingdom,,2002,CGH,"Public Consumption, Health",Mean,Units,Nominal,91,90+,Single,Public,1501.56,450.4679,427.9445,402.6057,375.3899,523.6689,474.8682,429.8214,392.2825,366.0052,365.0667,366.9436,381.9592,410.1135,446.714,332.2201,360.3743,387.5901,411.9904,431.6984,378.2053,386.6516,391.344,392.2825,390.4055,426.0675,421.3752,415.7443,410.1135,406.3596,424.1906,425.1291,429.8214,440.1447,455.1603,452.3448,475.8067,504.8994,537.746,574.3466,530.2382,566.8387,604.3777,644.7322,686.0251,701.0406,739.5181,776.1187,808.9653,837.1195,894.3665,915.0129,933.7824,955.3673,983.5215,1094.262,1150.57,1220.956,1307.295,1404.897,1507.19,1614.177,1717.409,1810.318,1890.088,2190.4,2244.832,2284.248,2312.402,2332.11,2831.378,2852.025,2882.056,2928.041,2995.612,3289.354,3419.802,3580.281,3768.915,3982.887,3666.621,3886.618,4119.815,4367.004,4629.024,4906.766,5201.172,5513.242,5844.037,6194.679,6566.36,,,,,,,,,,,,,,,,,,,,,2021/12/07 00:00:00 UTC,McCarthy,2021/12/09 16:45:39 UTC,mccarthy,"Northern Europe	",High income,OECD,GB,GBR
United Kingdom,,2002,CFH,"Private Consumption, Health",Mean,Units,Nominal,91,90+,Single,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.20203,120.6598,110.4473,170.5317,105.5599,124.5823,140.2163,120.6355,211.8684,253.2678,297.2257,195.0049,225.0541,199.0481,162.8634,144.3653,140.5952,183.6498,152.5256,149.6189,218.1564,262.3485,225.8046,334.7211,342.2427,250.9736,230.0981,304.155,262.318,210.4136,286.9236,343.4,431.6652,363.7878,486.3897,327.0594,271.8684,361.405,255.589,519.6134,260.7492,259.2346,312.1729,226.4191,247.5808,593.9231,242.0834,270.9824,532.0954,210.0312,245.406,229.1502,335.7386,291.3447,205.8626,188.2154,161.8055,300.4019,253.3548,225.0618,238.5655,252.8795,268.0522,284.1354,301.1835,319.2545,338.4098,358.7144,380.2372,403.0515,,,,,,,,,,,,,,,,,,,,,2021/12/07 00:00:00 UTC,McCarthy,2021/12/09 16:45:39 UTC,mccarthy,"Northern Europe	",High income,OECD,GB,GBR
United Kingdom,,2001,CGH,"Public Consumption, Health",Mean,Units,Nominal,91,90+,Single,Public,1372.502,411.7507,391.1632,368.0022,343.1256,478.6602,434.0539,392.8788,358.5663,334.5475,333.6896,335.4053,349.1303,374.8647,408.3195,303.6662,329.4006,354.2772,376.5804,394.5945,345.699,353.4194,357.7084,358.5663,356.8506,389.4476,385.1585,380.0116,374.8647,371.4335,387.7319,388.5898,392.8788,402.3148,416.0398,413.4664,434.9117,461.5039,491.5274,524.9822,484.6649,518.1197,552.4323,589.3182,627.0621,640.787,675.9575,709.4122,739.4357,765.1701,817.4968,836.3687,853.525,873.2546,898.9891,1000.211,1051.68,1116.016,1194.935,1284.148,1377.649,1475.44,1569.8,1654.723,1727.637,2002.138,2051.891,2087.919,2113.654,2131.668,2588.025,2606.897,2634.347,2676.38,2738.142,3006.638,3125.874,3272.561,3444.981,3640.563,3351.479,3552.568,3765.722,3991.666,4231.166,4485.035,4754.138,5039.386,5341.749,5662.254,6001.989,,,,,,,,,,,,,,,,,,,,,2021/12/07 00:00:00 UTC,McCarthy,2021/12/09 16:45:39 UTC,mccarthy,"Northern Europe	",High income,OECD,GB,GBR
United Kingdom,,2001,CFH,"Private Consumption, Health",Mean,Units,Nominal,91,90+,Single,Public,0,0,0,0,0,0,0,0,0,0,0,22.4747,14.74004,14.09586,11.14628,19.60955,20.08606,13.49517,17.66567,28.15138,28.54729,74.12272,118.4748,128.4632,69.27229,113.8054,102.3977,74.74695,183.9942,137.0999,106.9008,174.6405,140.6045,114.8808,182.9176,160.6069,194.6228,140.9798,128.7082,105.7606,104.6226,215.7341,168.9498,222.4669,294.5552,290.924,334.1365,254.8887,323.9441,239.0642,387.7501,177.5697,297.038,399.3366,284.8331,381.845,292.9643,501.26,186.7918,195.0052,168.7352,314.5837,332.9839,1980.532,260.7039,320.062,277.0182,283.7616,258.4657,289.1718,214.904,168.958,228.8471,148.7151,254.108,192.4076,116.4419,168.238,212.946,59.36525,121.3252,128.6047,136.321,144.5002,153.1703,162.3605,172.1021,182.4282,193.3739,204.9764,217.2749,,,,,,,,,,,,,,,,,,,,,2021/12/07 00:00:00 UTC,McCarthy,2021/12/09 16:45:39 UTC,mccarthy,"Northern Europe	",High income,OECD,GB,GBR
United Kingdom,,2000,CGH,"Public Consumption, Health",Mean,Units,Nominal,91,90+,Single,Public,1266.788,380.0365,361.0347,339.6576,316.6971,441.7924,400.6218,362.6181,330.9485,308.7796,307.9879,309.5714,322.2393,345.9915,376.8695,280.2769,304.0292,326.9897,347.575,364.2016,319.0723,326.198,330.1567,330.9485,329.365,359.4512,355.4925,350.742,345.9915,342.8246,357.8677,358.6594,362.6181,371.3273,383.9952,381.62,401.4135,425.9576,453.6685,484.5465,447.3346,478.2126,509.8823,543.9272,578.7639,591.4318,623.8932,654.7712,682.4822,706.2345,754.5308,771.9491,787.784,805.9941,829.7463,923.172,970.6765,1030.057,1102.898,1185.239,1271.539,1361.797,1448.889,1527.272,1594.57,1847.927,1893.849,1927.102,1950.854,1967.481,2388.688,2406.106,2431.442,2470.237,2527.243,2775.058,2885.11,3020.498,3179.639,3360.156,3093.339,3278.939,3475.675,3684.216,3905.269,4139.585,4387.96,4651.238,4930.312,5226.131,5539.699,,,,,,,,,,,,,,,,,,,,,2021/12/07 00:00:00 UTC,McCarthy,2021/12/09 16:45:39 UTC,mccarthy,"Northern Europe	",High income,OECD,GB,GBR
United Kingdom,,2000,CFH,"Private Consumption, Health",Mean,Units,Nominal,91,90+,Single,Public,0,0,0,0,0,0,0,0,0,0,0,13.36391,17.93094,22.20357,24.38051,13.29029,13.39533,16.10553,38.38639,19.16838,23.49736,116.4041,157.0791,185.2767,116.1077,205.2199,156.7259,121.9782,162.7801,175.0282,208.0417,170.5401,150.6825,206.4874,127.4033,147.7893,176.3305,206.8725,201.4953,186.6759,252.509,190.1906,189.3152,197.8422,268.1044,281.4827,196.0397,204.0527,240.0334,179.7394,211.5507,251.2207,208.2597,248.7694,262.1018,407.2811,261.1086,218.4354,277.1898,314.1362,336.529,465.4318,198.2997,242.8067,240.4777,171.5063,342.5137,155.1246,200.7928,211.043,187.9269,410.2796,109.0874,177.2281,125.6727,202.4233,168.6259,203.993,317.9676,144.6127,198.9551,210.8924,223.5459,236.9587,251.1762,266.2468,282.2216,299.1549,317.1042,336.1305,356.2983,,,,,,,,,,,,,,,,,,,,,2021/12/07 00:00:00 UTC,McCarthy,2021/12/09 16:45:39 UTC,mccarthy,"Northern Europe	",High income,OECD,GB,GBR
United Kingdom,,1999,CGH,"Public Consumption, Health",Mean,Units,Nominal,91,90+,Single,Public,1200.797,360.2391,342.2271,321.9637,300.1992,418.7779,379.752,343.7281,313.7082,292.6942,291.9438,293.4447,305.4527,327.9677,357.2371,265.6763,288.1913,309.9557,329.4687,345.2291,302.4507,309.2052,312.9577,313.7082,312.2072,340.7261,336.9736,332.4706,327.9677,324.9657,339.2251,339.9756,343.7281,351.9836,363.9915,361.7401,380.5025,403.7679,430.0354,459.3048,424.0314,453.3008,483.3207,515.5922,548.6141,560.6221,591.3925,620.6619,646.9293,669.4443,715.2247,731.7356,746.7455,764.007,786.522,875.0807,920.1106,976.3979,1045.444,1123.496,1205.3,1290.857,1373.411,1447.711,1511.503,1751.662,1795.191,1826.712,1849.227,1864.988,2264.253,2280.764,2304.78,2341.554,2395.59,2630.496,2734.815,2863.15,3014,3185.114,2932.196,3108.128,3294.615,3492.292,3701.83,3923.939,4159.376,4408.938,4673.475,4953.883,5251.117,,,,,,,,,,,,,,,,,,,,,2021/12/07 00:00:00 UTC,McCarthy,2021/12/09 16:45:39 UTC,mccarthy,"Northern Europe	",High income,OECD,GB,GBR
United Kingdom,,1999,CFH,"Private Consumption, Health",Mean,Units,Nominal,91,90+,Single,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.47462,65.86239,104.1256,70.89668,119.591,101.1655,97.75854,76.77106,135.6108,91.85542,121.4975,157.126,194.0081,236.1704,174.1545,171.6301,185.0282,208.2376,214.3539,211.0028,413.0494,297.2388,240.3886,219.2135,265.3764,296.3818,272.7731,284.8963,459.843,343.2201,439.0368,226.9496,308.9855,158.6,187.4339,230.8698,154.8139,158.6337,311.6985,210.5737,248.3273,171.853,158.5189,138.1931,148.0146,115.5756,205.5242,147.0515,156.1159,199.234,94.58622,138.0404,168.9625,374.7787,101.9947,302.5746,189.4424,248.9503,223.1974,244.9296,259.6254,275.2029,291.7151,309.218,327.7711,347.4373,368.2836,390.3806,413.8034,438.6316,,,,,,,,,,,,,,,,,,,,,2021/12/07 00:00:00 UTC,McCarthy,2021/12/09 16:45:39 UTC,mccarthy,"Northern Europe	",High income,OECD,GB,GBR
United Kingdom,,1998,CGH,"Public Consumption, Health",Mean,Units,Nominal,91,90+,Single,Public,1112.387,333.716,317.0302,298.2587,278.0967,387.9449,351.7923,318.4207,290.611,271.1443,270.449,271.8395,282.9634,303.8206,330.9351,246.1156,266.9728,287.1348,305.2111,319.8112,280.1824,286.4396,289.9158,290.611,289.2206,315.6397,312.1635,307.9921,303.8206,301.0396,314.2492,314.9445,318.4207,326.0684,337.1922,335.1065,352.4875,374.04,398.3735,425.4879,392.8116,419.926,447.7357,477.631,508.2217,519.3455,547.8505,574.9649,599.2983,620.1556,662.5653,677.8607,691.7655,707.756,728.6133,810.6518,852.3663,904.5095,968.4717,1040.777,1116.558,1195.816,1272.292,1341.121,1400.217,1622.694,1663.018,1692.218,1713.076,1727.676,2097.544,2112.84,2135.087,2169.154,2219.211,2436.822,2533.461,2652.347,2792.091,2950.606,2716.309,2879.288,3052.045,3235.168,3429.278,3635.034,3853.137,4084.325,4329.384,4589.147,4864.497,,,,,,,,,,,,,,,,,,,,,2021/12/07 00:00:00 UTC,McCarthy,2021/12/09 16:45:39 UTC,mccarthy,"Northern Europe	",High income,OECD,GB,GBR
United Kingdom,,1998,CFH,"Private Consumption, Health",Mean,Units,Nominal,91,90+,Single,Public,0,0,0,0,0,0,0,0,0,0,0,3.282398,3.958866,6.975139,4.969064,4.318902,9.040265,6.599822,6.401041,20.52811,6.925799,149.0854,47.41041,99.22244,102.5851,101.8995,93.71659,78.595,85.7569,100.4522,116.2164,147.3616,146.1708,130.2687,134.1393,120.8624,166.8876,113.8731,263.5345,93.66829,167.6653,166.3019,237.5081,219.1817,266.8493,222.1767,252.8445,201.8045,267.1754,302.5897,197.9148,341.5589,398.267,421.8989,276.4615,233.8092,254.826,269.7336,184.228,359.6201,152.1919,209.1058,241.6387,229.8326,195.4789,397.8196,274.7016,132.8812,181.5054,177.6629,253.0405,149.4967,166.1478,80.98734,119.7553,186.9774,241.6813,71.40562,169.1552,117.5627,278.1331,294.8211,312.5104,331.261,351.1367,372.2049,394.5372,418.2094,443.302,469.9001,498.0941,,,,,,,,,,,,,,,,,,,,,2021/12/07 00:00:00 UTC,McCarthy,2021/12/09 16:45:39 UTC,mccarthy,"Northern Europe	",High income,OECD,GB,GBR
United Kingdom,,1997,CGH,"Public Consumption, Health",Mean,Units,Nominal,91,90+,Single,Public,1049.027,314.7081,298.9727,281.2703,262.2567,365.8481,331.7548,300.2839,274.0583,255.7003,255.0447,256.3559,266.8462,286.5155,312.0855,232.0972,251.7664,270.7801,287.8268,301.5952,264.2236,270.1244,273.4026,274.0583,272.747,297.6614,294.3832,290.4493,286.5155,283.8929,296.3501,297.0057,300.2839,307.496,317.9863,316.0193,332.4104,352.7353,375.6827,401.2528,370.4376,396.0076,422.2333,450.4259,479.2741,489.7644,516.6458,542.2158,565.1632,584.8325,624.8267,639.2507,652.3636,667.4434,687.1126,764.4783,803.8168,852.99,913.309,981.4958,1052.961,1127.704,1199.824,1264.733,1320.463,1530.268,1568.295,1595.832,1615.501,1629.27,1978.071,1992.495,2013.476,2045.602,2092.809,2298.024,2389.159,2501.273,2633.057,2782.544,2561.593,2715.288,2878.205,3050.898,3233.952,3427.989,3633.668,3851.688,4082.789,4327.757,4587.422,,,,,,,,,,,,,,,,,,,,,2021/12/07 00:00:00 UTC,McCarthy,2021/12/09 16:45:39 UTC,mccarthy,"Northern Europe	",High income,OECD,GB,GBR
