Country,Attribute,Year,VarName,Variable Name,VarType,Unit,Nominal or Real,Age Groups,Upper Age Group,Single- or Five-Year,Status,Age0,Age1,Age2,Age3,Age4,Age5,Age6,Age7,Age8,Age9,Age10,Age11,Age12,Age13,Age14,Age15,Age16,Age17,Age18,Age19,Age20,Age21,Age22,Age23,Age24,Age25,Age26,Age27,Age28,Age29,Age30,Age31,Age32,Age33,Age34,Age35,Age36,Age37,Age38,Age39,Age40,Age41,Age42,Age43,Age44,Age45,Age46,Age47,Age48,Age49,Age50,Age51,Age52,Age53,Age54,Age55,Age56,Age57,Age58,Age59,Age60,Age61,Age62,Age63,Age64,Age65,Age66,Age67,Age68,Age69,Age70,Age71,Age72,Age73,Age74,Age75,Age76,Age77,Age78,Age79,Age80,Age81,Age82,Age83,Age84,Age85,Age86,Age87,Age88,Age89,Age90,Age91,Age92,Age93,Age94,Age95,Age96,Age97,Age98,Age99,Age100,Age101,Age102,Age103,Age104,Age105,Age106,Age107,Age108,Age109,Age110,Prepared At,Prepared By,Uploaded At,Uploaded By,Country attribute 1,Country attribute 2,Country attribute 3,Country attribute 4,Country attribute 5
United Kingdom,,1997,CFH,"Private Consumption, Health",Mean,Units,Nominal,91,90+,Single,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.98358,147.581,86.49148,55.51821,50.93808,81.25441,107.2447,112.8323,109.3688,97.79916,118.9626,133.5515,131.8751,213.3283,227.0822,332.138,223.7604,198.5995,194.9158,220.3568,209.3901,152.3558,193.1535,150.2498,232.0647,139.4716,170.5916,245.9673,234.6447,177.9534,259.3929,185.872,164.3689,236.1061,216.9953,210.7449,139.1129,151.4377,199.5711,160.8838,168.6351,120.4684,139.925,277.2644,261.5099,278.7771,171.7385,193.332,129.5821,269.7259,432.6486,340.9611,106.4696,180.5883,210.5375,87.3437,141.2951,574.9885,325.3181,224.442,237.9085,252.183,267.314,283.3528,300.354,318.3752,337.4778,357.7264,379.19,401.9414,,,,,,,,,,,,,,,,,,,,,2021/12/07 00:00:00 UTC,McCarthy,2021/12/09 16:45:39 UTC,mccarthy,"Northern Europe	",High income,OECD,GB,GBR
United Kingdom,,1996,CGH,"Public Consumption, Health",Mean,Units,Nominal,91,90+,Single,Public,1039.429,311.8287,296.2373,278.6969,259.8573,362.5009,328.7195,297.5366,271.5508,253.3608,252.7112,254.0105,264.4048,283.8941,309.2302,229.9737,249.463,268.3026,285.1934,298.8359,261.8062,267.653,270.9012,271.5508,270.2516,294.938,291.6898,287.7919,283.8941,281.2955,293.6387,294.2884,297.5366,304.6826,315.0769,313.128,329.3691,349.508,372.2455,397.5816,367.0484,392.3845,418.3702,446.3049,474.8892,485.2834,511.9188,537.2549,559.9924,579.4817,619.1099,633.4021,646.395,661.3367,680.826,757.4839,796.4625,845.1858,904.9529,972.5159,1043.327,1117.386,1188.847,1253.162,1308.381,1516.267,1553.947,1581.232,1600.721,1614.363,1959.974,1974.266,1995.054,2026.887,2073.661,2276.999,2367.3,2478.389,2608.967,2757.086,2538.156,2690.445,2851.872,3022.984,3204.364,3396.625,3600.423,3816.448,4045.435,4288.161,4545.451,,,,,,,,,,,,,,,,,,,,,2021/12/07 00:00:00 UTC,McCarthy,2021/12/09 16:45:39 UTC,mccarthy,"Northern Europe	",High income,OECD,GB,GBR
United Kingdom,,1996,CFH,"Private Consumption, Health",Mean,Units,Nominal,91,90+,Single,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.608,118.0636,93.32458,107.6511,91.035,91.33909,83.64328,105.9659,115.1959,77.09172,120.0342,162.0437,184.7959,197.2836,182.9846,154.8705,168.1955,133.1991,242.1707,195.4286,170.4453,308.7247,217.2841,219.6497,147.4475,239.1532,306.911,231.9379,220.3063,249.267,184.0482,148.1395,184.9657,198.1897,179.5666,344.9901,201.159,214.3761,125.8596,87.11797,399.5167,143.4448,133.2575,133.0426,213.7608,140.4496,281.0836,94.1325,130.9958,122.7667,221.7723,116.5319,97.34177,234.9708,450.3334,97.90907,107.5347,96.33363,155.5223,186.4513,197.6384,209.4967,222.0665,235.3904,249.5139,264.4847,280.3538,297.175,315.0056,333.9059,,,,,,,,,,,,,,,,,,,,,2021/12/07 00:00:00 UTC,McCarthy,2021/12/09 16:45:39 UTC,mccarthy,"Northern Europe	",High income,OECD,GB,GBR
United Kingdom,,1995,CGH,"Public Consumption, Health",Mean,Units,Nominal,91,90+,Single,Public,952.8989,285.8697,271.5762,255.496,238.2247,332.3235,301.3543,272.7673,248.9448,232.2691,231.6735,232.8647,242.3936,260.2605,283.4874,210.8289,228.6957,245.967,261.4516,273.9584,240.0114,245.3715,248.3493,248.9448,247.7537,270.3851,267.4073,263.8339,260.2605,257.8783,269.1939,269.7895,272.7673,279.3185,288.8475,287.0608,301.9498,320.4123,341.2569,364.4838,336.4924,359.7193,383.5418,409.151,435.3557,444.8847,469.3027,492.5296,513.3743,531.2411,567.5704,580.6727,592.584,606.2819,624.1487,694.425,730.1588,774.8259,829.6176,891.556,956.4722,1024.366,1089.878,1148.839,1199.461,1390.041,1424.584,1449.597,1467.464,1479.971,1796.81,1809.912,1828.97,1858.153,1901.033,2087.444,2170.227,2272.068,2391.776,2527.564,2326.86,2466.471,2614.46,2771.328,2937.607,3113.864,3300.695,3498.737,3708.661,3931.181,4167.052,,,,,,,,,,,,,,,,,,,,,2021/12/07 00:00:00 UTC,McCarthy,2021/12/09 16:45:39 UTC,mccarthy,"Northern Europe	",High income,OECD,GB,GBR
United Kingdom,,1995,CFH,"Private Consumption, Health",Mean,Units,Nominal,91,90+,Single,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.07387,55.23667,80.22037,87.55286,158.4109,102.8924,66.61697,100.2209,91.06661,115.8666,176.813,105.8965,136.747,162.8891,91.04677,123.1214,107.9994,126.1209,145.9045,131.9526,187.6462,196.1163,254.7563,197.0161,225.3091,277.0134,245.4988,170.4191,318.951,269.8495,266.3295,256.2794,213.4875,161.6182,162.3413,190.6006,282.9305,215.8444,166.4873,166.0802,270.7588,162.9802,162.7741,248.7104,192.3961,238.106,342.5592,363.2182,143.5021,134.5684,141.2234,107.9169,144.1276,111.3677,188.8108,126.6774,188.6389,75.39666,89.39989,122.0157,129.3366,137.0968,145.3226,154.042,163.2845,173.0816,183.4665,194.4745,206.1429,218.5115,,,,,,,,,,,,,,,,,,,,,2021/12/07 00:00:00 UTC,McCarthy,2021/12/09 16:45:39 UTC,mccarthy,"Northern Europe	",High income,OECD,GB,GBR
United Kingdom,,1994,CGH,"Public Consumption, Health",Mean,Units,Nominal,91,90+,Single,Public,911.6957,273.5087,259.8333,244.4484,227.9239,317.9539,288.3238,260.9729,238.1805,222.2258,221.656,222.7956,231.9126,249.0069,271.2295,201.7127,218.807,235.3315,250.1465,262.1125,229.6333,234.7616,237.6107,238.1805,237.0409,258.6936,255.8446,252.4257,249.0069,246.7276,257.554,258.1238,260.9729,267.2408,276.3578,274.6483,288.8936,306.5577,326.501,348.7236,321.9425,344.1651,366.9575,391.4593,416.5309,425.6479,449.0101,471.2327,491.1761,508.2703,543.0287,555.5646,566.9608,580.0663,597.1606,664.3982,698.5868,741.3226,793.7451,853.0052,915.1145,980.0729,1042.752,1099.163,1147.597,1329.936,1362.985,1386.917,1404.011,1415.977,1719.116,1731.652,1749.886,1777.807,1818.833,1997.183,2076.387,2173.824,2288.356,2418.273,2226.247,2359.822,2501.411,2651.496,2810.585,2979.22,3157.974,3347.452,3548.299,3761.197,3986.869,,,,,,,,,,,,,,,,,,,,,2021/12/07 00:00:00 UTC,McCarthy,2021/12/09 16:45:39 UTC,mccarthy,"Northern Europe	",High income,OECD,GB,GBR
United Kingdom,,1994,CFH,"Private Consumption, Health",Mean,Units,Nominal,91,90+,Single,Public,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.62375,65.08791,59.02621,82.21388,84.61853,65.92574,119.4753,95.86752,81.26839,72.67868,154.2204,151.8577,294.9712,118.9024,260.3549,164.9429,198.1701,167.6078,143.5634,129.4312,161.5019,151.8091,187.2659,252.573,155.2023,149.9118,206.2156,188.5928,289.5836,241.0976,241.7135,174.8112,141.4089,111.3636,163.5589,342.5916,311.5614,130.086,227.8867,154.9465,204.1178,127.7371,174.4149,159.5665,127.4491,149.3712,244.1528,248.6099,174.5882,203.8472,110.0145,66.85524,239.2417,153.5753,200.6828,170.2817,103.6013,110.7454,190.4072,98.23635,104.1305,110.3784,117.0011,124.0211,131.4624,139.3501,147.7112,156.5738,165.9682,175.9263,,,,,,,,,,,,,,,,,,,,,2021/12/07 00:00:00 UTC,McCarthy,2021/12/09 16:45:39 UTC,mccarthy,"Northern Europe	",High income,OECD,GB,GBR
United Kingdom,,1993,CGH,"Public Consumption, Health",Mean,Units,Nominal,91,90+,Single,Public,873.1646,261.9494,248.8519,234.1172,218.2911,304.5161,276.1383,249.9434,228.1142,212.8339,212.2881,213.3796,222.1112,238.4831,259.7664,193.1877,209.5595,225.3856,239.5745,251.0348,219.9283,224.8399,227.5685,228.1142,227.0228,247.7604,245.0318,241.7574,238.4831,236.3002,246.669,247.2147,249.9434,255.9464,264.678,263.0408,276.684,293.6016,312.7021,333.9854,308.3362,329.6196,351.4487,374.915,398.9271,407.6587,430.0335,451.3169,470.4174,486.7892,520.0786,532.0847,542.9992,555.551,571.9228,636.3187,669.0623,709.9919,760.1989,816.9546,876.4389,938.6519,998.6819,1052.709,1099.096,1273.729,1305.381,1328.302,1344.673,1356.134,1646.461,1658.467,1675.93,1702.671,1741.963,1912.776,1988.632,2081.952,2191.643,2316.069,2132.159,2260.088,2395.694,2539.435,2691.801,2853.309,3024.508,3205.979,3398.337,3602.237,3818.372,,,,,,,,,,,,,,,,,,,,,2021/12/07 00:00:00 UTC,McCarthy,2021/12/09 16:45:39 UTC,mccarthy,"Northern Europe	",High income,OECD,GB,GBR
United Kingdom,,1993,CFH,"Private Consumption, Health",Mean,Units,Nominal,91,90+,Single,Public,0,50.10681,34.59103,23.98113,19.26068,15.25688,17.96124,14.21106,15.73274,14.44393,13.22529,0.3961104,0.4985664,0.4994291,0.6808328,0.613341,0.7296527,0.576511,10.46939,3.573321,7.818396,100.7096,124.5134,128.528,128.8734,121.0567,144.1392,175.1008,153.7827,155.4592,176.0622,165.3547,157.8822,171.8194,156.2904,168.0385,153.0428,161.5208,171.9607,143.6257,149.7627,137.9032,145.7453,121.5331,145.9886,152.6941,151.5668,186.5426,342.3021,184.2327,159.5051,97.30671,134.1423,113.8375,160.3328,155.9485,142.0675,127.7794,157.7075,116.5332,174.1554,172.5371,150.4894,84.71002,122.6076,65.3918,77.59153,72.60995,183.6361,123.308,80.67234,65.23945,103.8572,127.582,126.0164,68.3588,116.4792,184.1555,74.50528,96.89729,44.34977,47.01075,49.8314,52.82129,55.99056,59.34999,62.91099,66.68565,70.68679,74.928,79.42368,,,,,,,,,,,,,,,,,,,,,2021/12/07 00:00:00 UTC,McCarthy,2021/12/09 16:45:39 UTC,mccarthy,"Northern Europe	",High income,OECD,GB,GBR
United Kingdom,,1992,CGH,"Public Consumption, Health",Mean,Units,Nominal,91,90+,Single,Public,828.5517,248.5655,236.1372,222.1554,207.1379,288.9574,262.0295,237.1729,216.4591,201.9595,201.4416,202.4773,210.7628,226.2982,246.4941,183.3171,198.8524,213.8699,227.3339,238.2086,208.6915,213.3521,215.9413,216.4591,215.4234,235.1015,232.5123,229.4052,226.2982,224.2268,234.0658,234.5837,237.1729,242.8692,251.1547,249.6012,262.5473,278.6005,296.7251,316.921,292.5823,312.7783,333.492,355.7594,378.5446,386.83,408.0617,428.2577,446.3822,461.9176,493.5061,504.8987,515.2556,527.166,542.7014,603.807,634.8777,673.7161,721.3578,775.2137,831.6588,890.6931,947.656,998.9226,1042.939,1208.65,1238.685,1260.434,1275.97,1286.844,1562.338,1573.73,1590.301,1615.676,1652.961,1815.046,1887.026,1975.578,2079.665,2197.733,2023.22,2144.613,2273.29,2409.687,2554.268,2707.524,2869.976,3042.174,3224.705,3418.187,3623.278,,,,,,,,,,,,,,,,,,,,,2021/12/07 00:00:00 UTC,McCarthy,2021/12/09 16:45:39 UTC,mccarthy,"Northern Europe	",High income,OECD,GB,GBR
United Kingdom,,1992,CFH,"Private Consumption, Health",Mean,Units,Nominal,91,90+,Single,Public,0,45.72355,30.5735,26.31162,25.30706,20.71065,18.15751,15.40946,17.75999,11.87014,19.17172,8.163003,9.017208,5.352864,9.91742,6.928138,11.38562,10.53449,10.16303,21.09965,17.91869,105.0381,96.13382,111.7671,156.4734,117.0818,154.0852,171.4622,145.0784,132.7562,158.4979,154.2007,160.1278,168.4073,167.8587,113.3493,124.7031,118.6546,151.876,113.3956,134.8684,180.3319,135.4606,143.9357,192.3702,127.525,194.3237,171.9594,145.7238,138.7082,128.2842,94.66874,128.6094,115.7481,164.5925,133.6764,119.0004,128.2122,120.3187,151.4849,155.6133,100.3845,140.2083,120.0065,88.16075,140.595,119.2242,90.92382,83.19669,109.1259,94.51171,67.25561,145.3787,87.95879,194.4097,110.8172,121.1068,172.1814,137.7734,77.88966,89.48606,94.85522,100.5465,106.5793,112.9741,119.7525,126.9377,134.5539,142.6272,151.1848,160.2559,,,,,,,,,,,,,,,,,,,,,2021/12/07 00:00:00 UTC,McCarthy,2021/12/09 16:45:39 UTC,mccarthy,"Northern Europe	",High income,OECD,GB,GBR
United Kingdom,,1991,CGH,"Public Consumption, Health",Mean,Units,Nominal,91,90+,Single,Public,747.2991,224.1897,212.9803,200.3696,186.8248,260.6206,236.3334,213.9144,195.2319,182.1542,181.6871,182.6212,190.0942,204.1061,222.3215,165.3399,179.3518,192.8966,205.0402,214.8485,188.226,192.4295,194.7648,195.2319,194.2978,212.0461,209.7108,206.9084,204.1061,202.2378,211.112,211.5791,213.9144,219.0521,226.5251,225.1239,236.8004,251.2793,267.6265,285.8419,263.89,282.1054,300.7879,320.8716,341.4223,348.8953,368.0448,386.2603,402.6074,416.6193,445.11,455.3854,464.7267,475.4691,489.4809,544.5942,572.618,607.6476,650.6173,699.1918,750.1015,803.3466,854.7234,900.9625,940.6628,1090.123,1117.212,1136.829,1150.841,1160.649,1409.126,1419.401,1434.347,1457.233,1490.862,1637.052,1701.974,1781.841,1875.721,1982.211,1824.811,1934.3,2050.358,2173.379,2303.782,2442.009,2588.53,2743.841,2908.472,3082.98,3267.959,,,,,,,,,,,,,,,,,,,,,2021/12/07 00:00:00 UTC,McCarthy,2021/12/09 16:45:39 UTC,mccarthy,"Northern Europe	",High income,OECD,GB,GBR
United Kingdom,,1991,CFH,"Private Consumption, Health",Mean,Units,Nominal,91,90+,Single,Public,0,122.8471,78.64686,82.51492,38.79469,55.64233,53.90912,55.06494,51.07419,38.69894,66.7707,1.396012,3.000541,4.473032,2.021369,3.325805,4.211417,2.324827,6.875081,17.60662,12.70669,94.51856,60.64131,89.25965,94.53752,73.18759,81.22673,96.06197,102.9001,97.49821,102.9811,153.4746,127.8344,121.2828,144.8303,166.0423,98.1743,126.9088,148.3318,142.6394,102.1159,82.49584,121.9365,96.8121,123.1677,115.3878,99.78644,129.8505,103.7733,108.0461,89.94094,69.62605,215.1986,94.67091,117.3954,89.97958,110.8746,418.5216,77.45064,117.814,118.3696,106.7711,79.78946,100.7446,88.90229,110.5326,79.03615,101.31,88.26601,55.56359,106.4156,62.27853,61.26857,177.0218,71.96702,82.52185,222.5553,71.30631,99.75568,372.6989,115.0058,121.9062,129.2205,136.9738,145.1922,153.9037,163.1379,172.9262,183.3018,194.2999,205.9579,,,,,,,,,,,,,,,,,,,,,2021/12/07 00:00:00 UTC,McCarthy,2021/12/09 16:45:39 UTC,mccarthy,"Northern Europe	",High income,OECD,GB,GBR
United Kingdom,,1990,CGH,"Public Consumption, Health",Mean,Units,Nominal,91,90+,Single,Public,671.9177,201.5753,191.4965,180.1579,167.9794,234.3313,212.494,192.3364,175.5385,163.7799,163.36,164.1999,170.9191,183.5175,199.8955,148.6618,161.2602,173.4388,184.3574,193.1763,169.2393,173.0188,175.1185,175.5385,174.6986,190.6566,188.5569,186.0372,183.5175,181.8377,189.8167,190.2367,192.3364,196.9559,203.675,202.4152,212.9139,225.9323,240.6305,257.0085,237.2709,253.6489,270.4469,288.5046,306.9824,313.7016,330.9195,347.2975,361.9956,374.5941,400.211,409.4498,417.8488,427.5076,440.1061,489.66,514.8569,546.3531,584.9883,628.663,674.4374,722.3115,768.5059,810.0807,845.7764,980.1599,1004.517,1022.155,1034.753,1043.572,1266.985,1276.224,1289.662,1310.24,1340.476,1471.92,1530.292,1602.104,1686.513,1782.262,1640.739,1739.183,1843.534,1954.146,2071.395,2195.679,2327.42,2467.065,2615.089,2771.994,2938.314,,,,,,,,,,,,,,,,,,,,,2021/12/07 00:00:00 UTC,McCarthy,2021/12/09 16:45:39 UTC,mccarthy,"Northern Europe	",High income,OECD,GB,GBR
United Kingdom,,1990,CFH,"Private Consumption, Health",Mean,Units,Nominal,91,90+,Single,Public,0,3.610466,2.947789,2.513534,1.436754,0.9678023,0.8156221,0.5709205,0.9247521,1.062706,0.6302171,0,0,0,0,0,0,0,0,0,0,74.6348,105.3148,101.7159,124.2945,110.4922,114.6302,111.9744,117.6786,113.6602,117.8035,138.5302,115.9503,146.6221,99.09454,90.12705,93.6337,114.2423,265.4474,124.5376,85.39051,112.6738,108.6679,90.2907,114.467,122.4163,169.4334,205.8267,127.4207,107.4274,116.7731,89.02142,127.1001,101.6309,87.26677,69.35244,81.52798,62.41899,176.9628,111.1778,87.37075,111.7226,77.15642,86.81059,86.35243,61.60187,101.5063,184.2473,154.6706,90.68033,60.32866,108.6265,75.05359,65.6039,43.7338,92.12929,49.74485,88.46481,34.08534,77.45166,53.26647,56.46246,59.85021,63.44122,67.2477,71.28255,75.5595,80.09307,84.89866,89.99258,95.39213,,,,,,,,,,,,,,,,,,,,,2021/12/07 00:00:00 UTC,McCarthy,2021/12/09 16:45:39 UTC,mccarthy,"Northern Europe	",High income,OECD,GB,GBR
Singapore,,2013,CFH,"Private Consumption, Health",NTA,Millions,Nominal,86,85+,Single,Public,75804.39855,69734.36567,58256.26183,53706.21462,48937.70117,45029.9857,38774.03178,34631.62188,31509.66983,29228.07527,29664.12146,29741.22949,33697.97446,34249.53245,34720.35335,39318.34203,41825.08569,44228.58256,45591.73021,47241.13889,47433.04671,47733.60872,51599.58338,52397.77614,61848.71396,63142.61715,61711.64924,73417.94964,88655.30557,97796.26553,116816.9646,128149.9969,135026.5737,135886.2516,136664.2502,129091.6038,133513.7866,122943.289,120067.8327,120632.5524,121614.7605,115433.3582,111350.3378,105164.8373,105405.2227,110415.4713,111894.9665,119683.3638,119212.6229,123750.5231,121487.3741,119115.05,119504.4836,119495.9685,118705.0322,117114.1368,117764.7109,116058.1154,115254.6976,116805.9855,113392.9485,110998.4781,106768.5507,108885.4211,105055.972,99819.37124,99039.97324,66947.87385,52835.05074,65901.31539,57104.46067,58317.55892,67374.38812,66112.33234,62342.57807,50184.11853,41248.35726,41805.406,47209.48042,41910.00941,38821.6636,36531.39209,33337.05029,32010.70641,29661.71502,142786.888,,,,,,,,,,,,,,,,,,,,,,,,,,2018/10/09 00:00:00 UTC,Christopher GEE,2019/01/09 05:10:21 UTC,bahram,South-Eastern Asia,High-Income,,SG,SGP
Singapore,,2013,CGH,"Public Consumption, Health",NTA,Millions,Nominal,86,85+,Single,Public,48264.13006,48518.03751,44129.19844,44011.50627,42956.85931,43461.05496,40150.83476,37717.07622,35213.95889,32557.19669,32047.13564,31792.09091,34749.32183,33380.33631,31612.83721,32839.92954,32935.74684,33196.78944,33076.02864,33372.23078,34747.51131,34995.58777,37240.47442,36455.54216,40696.42775,35850.00014,32134.29812,34781.82576,38092.40837,38386.677,45526.54059,47110.1394,48032.90316,48109.99124,49269.30883,45807.86413,50094.70616,49017.13889,50822.68238,54008.79584,61547.20893,62119.61484,62975.21041,61699.49391,63486.27759,66824.43525,71407.56034,80290.34017,84065.98737,91719.82352,94900.97157,97668.23421,102577.596,106979.9674,110248.8168,114800.7891,120070.8396,121627.0358,122722.2208,125498.7581,120564.5278,119420.7545,116937.2424,122397.8743,121830.9296,120699.958,126061.9015,88950.89132,72524.83471,92779.78908,82188.22214,84825.30702,100179.1992,100853.5364,97438.63941,81088.42398,67777.95357,69788.38059,79902.67496,71287.90571,66065.46137,62147.97387,56833.13262,54961.37981,51626.17744,302797.7335,,,,,,,,,,,,,,,,,,,,,,,,,,2018/10/09 00:00:00 UTC,Christopher GEE,2019/01/09 05:10:21 UTC,bahram,South-Eastern Asia,High-Income,,SG,SGP
Singapore,,2013,CFH,"Private Consumption, Health",Smooth Mean,Units,Nominal,86,85+,Single,Public,2235.326685,1920.845242,1649.711489,1419.03492,1225.925028,1067.491304,940.8432441,843.0903397,771.4638584,723.6821648,697.5853978,691.0136962,701.8071988,727.1971729,761.9794002,800.3407909,836.4682551,864.5487031,880.9655705,890.8883944,901.6832375,920.7161623,955.3532314,1011.833082,1091.884647,1196.109436,1325.108957,1479.484718,1656.644036,1841.217463,2014.64136,2158.352089,2253.78601,2287.916954,2269.868625,2214.302198,2135.878845,2049.259742,1967.196407,1894.801734,1835.278963,1791.831334,1767.662087,1764.42188,1777.55106,1800.937389,1828.468634,1854.032559,1872.881023,1885.722257,1894.628585,1901.672334,1908.925828,1918.781709,1934.91389,1961.3166,2001.984069,2060.910527,2139.774939,2230.995216,2324.674003,2410.913946,2479.817692,2524.820784,2552.690365,2573.526471,2597.429143,2634.49842,2691.54614,2762.231343,2836.924868,2905.997554,2959.82024,2992.456087,3012.737548,3033.189394,3066.336401,3124.703341,3216.781168,3334.925552,3467.458342,3602.701389,3728.976543,3835.454878,3914.704371,3960.142224,,,,,,,,,,,,,,,,,,,,,,,,,,2018/10/09 00:00:00 UTC,Christopher GEE,2019/01/09 05:10:20 UTC,bahram,South-Eastern Asia,High-Income,,SG,SGP
Singapore,,2013,CGH,"Public Consumption, Health",Smooth Mean,Units,Nominal,86,85+,Single,Public,1423.216857,1336.437789,1249.658722,1162.879654,1076.100586,1030.297868,974.2510618,918.2042559,862.15745,806.1106441,753.6246741,738.6638223,723.7029706,708.7421188,693.781267,668.4700783,658.6885893,648.9071004,639.1256114,629.3441225,660.5362857,675.0171238,689.497962,703.9788001,718.4596383,679.105894,690.0066162,700.9073384,711.8080607,722.7087829,785.15695,793.4472901,801.7376302,810.0279702,818.3183103,785.740135,801.3870766,817.0340182,832.6809598,848.3279014,928.8041792,964.2608867,999.7175942,1035.174302,1070.631009,1089.943488,1166.866467,1243.789447,1320.712426,1397.635406,1480.006418,1559.273819,1638.54122,1717.80862,1797.076021,1922.574845,2041.187943,2159.801041,2278.41414,2397.027238,2471.698876,2593.84784,2715.996803,2838.145766,2960.29473,3111.866296,3306.108091,3500.349887,3694.591682,3888.833477,4083.075272,4226.893912,4400.966445,4564.954347,4708.772986,4901.083347,5038.503834,5216.262844,5444.445009,5672.627175,5900.80934,6128.991506,6357.173671,6585.355837,6813.538002,8397.984621,,,,,,,,,,,,,,,,,,,,,,,,,,2018/10/09 00:00:00 UTC,Christopher GEE,2019/01/09 05:10:20 UTC,bahram,South-Eastern Asia,High-Income,,SG,SGP
